id,groupname,name,groupphoto,photo,brand,available,old,percent,price,stockcode,category,subcategory,colorphoto,highlight
465,Classic nail polish ,no.312,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/312.png,Pastel,1,32,,32,8646,Make up,Nails,uploads/makeup/photo/nail polish classic/color/312.png,
466,Classic nail polish ,no.313,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/313.png,Pastel,0,32,,32,8647,Make up,Nails,uploads/makeup/photo/nail polish classic/color/313.png,
467,Classic nail polish ,no.314,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/314.png,Pastel,1,32,,32,8648,Make up,Nails,uploads/makeup/photo/nail polish classic/color/314.png,
468,Classic nail polish ,no.315,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/315.png,Pastel,1,32,,32,8649,Make up,Nails,uploads/makeup/photo/nail polish classic/color/315.png,
469,Classic nail polish ,no.316,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/316.png,Pastel,0,32,,32,8650,Make up,Nails,uploads/makeup/photo/nail polish classic/color/316.png,
470,Classic nail polish ,no.317,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/317.png,Pastel,1,32,,32,8651,Make up,Nails,uploads/makeup/photo/nail polish classic/color/317.png,
471,Classic nail polish ,no.318,uploads/makeup/photo/nail polish classic/main.jpg,uploads/makeup/photo/nail polish classic/318.png,Pastel,0,32,,32,8652,Make up,Nails,uploads/makeup/photo/nail polish classic/color/318.png,
472,Nude nail polish ,caramel no.101,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/101.png,Pastel,0,32,,32,6783,Make up,Nails,uploads/makeup/photo/nail polish nude/color/101.png,
473,Nude nail polish ,blush no.106,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/106.png,Pastel,1,32,,32,6784,Make up,Nails,uploads/makeup/photo/nail polish nude/color/106.png,
474,Nude nail polish ,camel no.750,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/750.png,Pastel,1,32,,32,7725,Make up,Nails,uploads/makeup/photo/nail polish nude/color/750.png,
475,Nude nail polish ,bride no.751,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/751.png,Pastel,1,32,,32,7726,Make up,Nails,uploads/makeup/photo/nail polish nude/color/751.png,
476,Nude nail polish ,rose no.752,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/752.png,Pastel,1,32,,32,6785,Make up,Nails,uploads/makeup/photo/nail polish nude/color/752.png,
477,Nude nail polish ,cream no.753,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/753.png,Pastel,1,32,,32,6786,Make up,Nails,uploads/makeup/photo/nail polish nude/color/753.png,
478,Nude nail polish ,naked no.754,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/754.png,Pastel,0,32,,32,6787,Make up,Nails,uploads/makeup/photo/nail polish nude/color/754.png,
479,Nude nail polish ,beige no.755,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/755.png,Pastel,1,32,,32,7727,Make up,Nails,uploads/makeup/photo/nail polish nude/color/755.png,
480,Nude nail polish ,princess no.756,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/756.png,Pastel,1,32,,32,6788,Make up,Nails,uploads/makeup/photo/nail polish nude/color/756.png,
481,Nude nail polish ,grege no.757,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/757.png,Pastel,1,32,,32,6789,Make up,Nails,uploads/makeup/photo/nail polish nude/color/757.png,
482,Nude nail polish ,bone no.758,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/758.png,Pastel,1,32,,32,6790,Make up,Nails,uploads/makeup/photo/nail polish nude/color/758.png,
483,Nude nail polish ,buff no.759,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/759.png,Pastel,1,32,,32,6791,Make up,Nails,uploads/makeup/photo/nail polish nude/color/759.png,
484,Nude nail polish ,stone no.760,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/760.png,Pastel,0,32,,32,6792,Make up,Nails,uploads/makeup/photo/nail polish nude/color/760.png,
485,Nude nail polish ,suede no.761,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/761.png,Pastel,0,32,,32,6793,Make up,Nails,uploads/makeup/photo/nail polish nude/color/761.png,
486,Nude nail polish ,kind no.762,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/762.png,Pastel,1,32,,32,6794,Make up,Nails,uploads/makeup/photo/nail polish nude/color/762.png,
487,Nude nail polish ,dust no.763,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/763.png,Pastel,1,32,,32,6795,Make up,Nails,uploads/makeup/photo/nail polish nude/color/763.png,
488,Nude nail polish ,milk shake no.765,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/765.png,Pastel,1,32,,32,6796,Make up,Nails,uploads/makeup/photo/nail polish nude/color/765.png,
489,Nude nail polish ,sand beige no.766,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/766.png,Pastel,1,32,,32,7728,Make up,Nails,uploads/makeup/photo/nail polish nude/color/766.png,
490,Nude nail polish ,mauve pink no.767,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/767.png,Pastel,1,32,,32,8378,Make up,Nails,uploads/makeup/photo/nail polish nude/color/767.png,
491,Nude nail polish ,chic no.768,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/768.png,Pastel,1,32,,32,8379,Make up,Nails,uploads/makeup/photo/nail polish nude/color/768.png,
492,Nude nail polish ,dreamer no.769,uploads/makeup/photo/nail polish nude/main.jpg,uploads/makeup/photo/nail polish nude/769.png,Pastel,0,32,,32,8633,Make up,Nails,uploads/makeup/photo/nail polish nude/color/769.png,
493,Pure nail polish,no.601,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/601.png,Pastel,1,32,,32,6769,Make up,Nails,uploads/makeup/photo/nail polish pure/color/601.png,
494,Pure nail polish,no.602,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/602.png,Pastel,1,32,,32,7729,Make up,Nails,uploads/makeup/photo/nail polish pure/color/602.png,
495,Pure nail polish,no.603,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/603.png,Pastel,1,32,,32,6770,Make up,Nails,uploads/makeup/photo/nail polish pure/color/603.png,
496,Pure nail polish,no.604,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/604.png,Pastel,0,32,,32,6771,Make up,Nails,uploads/makeup/photo/nail polish pure/color/604.png,
497,Pure nail polish,no.605,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/605.png,Pastel,1,32,,32,6772,Make up,Nails,uploads/makeup/photo/nail polish pure/color/605.png,
498,Pure nail polish,no.606,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/606.png,Pastel,1,32,,32,7730,Make up,Nails,uploads/makeup/photo/nail polish pure/color/606.png,
499,Pure nail polish,no.607,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/607.png,Pastel,1,32,,32,7731,Make up,Nails,uploads/makeup/photo/nail polish pure/color/607.png,
500,Pure nail polish,no.608,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/608.png,Pastel,1,32,,32,7732,Make up,Nails,uploads/makeup/photo/nail polish pure/color/608.png,
501,Pure nail polish,no.609,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/609.png,Pastel,1,32,,32,7733,Make up,Nails,uploads/makeup/photo/nail polish pure/color/609.png,
502,Pure nail polish,no.610,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/610.png,Pastel,1,32,,32,7734,Make up,Nails,uploads/makeup/photo/nail polish pure/color/610.png,
503,Pure nail polish,no.611,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/611.png,Pastel,1,32,,32,7735,Make up,Nails,uploads/makeup/photo/nail polish pure/color/611.png,
504,Pure nail polish,no.612,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/612.png,Pastel,0,32,,32,7736,Make up,Nails,uploads/makeup/photo/nail polish pure/color/612.png,
505,Pure nail polish,no.613,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/613.png,Pastel,1,32,,32,8635,Make up,Nails,uploads/makeup/photo/nail polish pure/color/613.png,
506,Pure nail polish,no.614,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/614.png,Pastel,1,32,,32,8636,Make up,Nails,uploads/makeup/photo/nail polish pure/color/614.png,
507,Pure nail polish,no.615,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/615.png,Pastel,1,32,,32,8637,Make up,Nails,uploads/makeup/photo/nail polish pure/color/615.png,
508,Pure nail polish,no.616,uploads/makeup/photo/nail polish pure/main.jpg,uploads/makeup/photo/nail polish pure/616.png,Pastel,1,32,,32,8638,Make up,Nails,uploads/makeup/photo/nail polish pure/color/616.png,
509,Soft pop nail polish,delight no.780,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/780delight.png,Pastel,1,32,,32,6773,Make up,Nails,uploads/makeup/photo/soft pop/color/delight.jpg,
510,Soft pop nail polish,babe no.782,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/782babe.png,Pastel,0,32,,32,6775,Make up,Nails,uploads/makeup/photo/soft pop/color/babe.jpg,
511,Soft pop nail polish,be cool no.783,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/783cool.png,Pastel,0,32,,32,6776,Make up,Nails,uploads/makeup/photo/soft pop/color/becool.jpg,
512,Soft pop nail polish,be happy no.784,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/784happy.png,Pastel,0,32,,32,6777,Make up,Nails,uploads/makeup/photo/soft pop/color/behappy.jpg,
513,Soft pop nail polish,cotton candy no.785,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/785cotton.png,Pastel,0,32,,32,6778,Make up,Nails,uploads/makeup/photo/soft pop/color/cotton.jpg,
514,Soft pop nail polish,lollipop no.786,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/786lollipop.png,Pastel,1,32,,32,6779,Make up,Nails,uploads/makeup/photo/soft pop/color/lollipop.jpg,
515,Soft pop nail polish,fairy no.790,uploads/makeup/photo/soft pop/softpopfirst.jpg,uploads/makeup/photo/soft pop/790fairy.png,Pastel,1,32,,32,6782,Make up,Nails,uploads/makeup/photo/soft pop/color/fairy.jpg,
516,Professional nail care,Professional nail hardener with keratin,uploads/makeup/photo/nail care/main.jpg,uploads/makeup/photo/nail care/Nail-growth-solution.png,Pastel,0,67,,67,6892,Make up,Nails,uploads/makeup/photo/nail care/color/Nail-growth-solution.png,
517,Professional nail care,Professional quick dry solution ,uploads/makeup/photo/nail care/main.jpg,uploads/makeup/photo/nail care/quick-dry-solution.png,Pastel,0,67,,67,6891,Make up,Nails,uploads/makeup/photo/nail care/color/quick-dry-solution.png,
518,Professional nail care,Professional nail care gel with calcium,uploads/makeup/photo/nail care/main.jpg,uploads/makeup/photo/nail care/calcium.png,Pastel,0,67,,67,6893,Make up,Nails,uploads/makeup/photo/nail care/color/calcium.png,
519,Professional nail care,Professional unisex no-bite solution,uploads/makeup/photo/nail care/main.jpg,uploads/makeup/photo/nail care/no-bite-solution.png,Pastel,1,67,,67,6890,Make up,Nails,uploads/makeup/photo/nail care/color/no-bite-solution.png,
520,Profashion eyelash comb,,uploads/makeup/photo/eye lash comb/eyelashcombmain.png,uploads/makeup/photo/eye lash comb/eyelashcomb.jpg,Pastel,0,75,,75,6561,Make up,Accessories,,
521,Profashion Brush,Pro fashion powder brush 01 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/1-powder.jpg,Pastel,1,110,,110,8606,Make up,Accessories,uploads/makeup/photo/make upbrush/color/01.jpg,
522,Profashion Brush,Pro fashion foundation brush 02 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/2-foundation.jpg,Pastel,1,95,,95,8607,Make up,Accessories,uploads/makeup/photo/make upbrush/color/02.jpg,
523,Profashion Brush,Pro fashion concealer brush 03 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/3-concealer.jpg,Pastel,1,65,,65,8608,Make up,Accessories,uploads/makeup/photo/make upbrush/color/03.jpg,
524,Profashion Brush,Pro fashion blush brush 04 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/4-blush.jpg,Pastel,1,85,,85,8609,Make up,Accessories,uploads/makeup/photo/make upbrush/color/04.jpg,
525,Profashion Brush,Pro fashion highlighter brush 05 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/5-highlighter.jpg,Pastel,1,65,,65,8610,Make up,Accessories,uploads/makeup/photo/make upbrush/color/05.jpg,
526,Profashion Brush,Pro fashion eyeshadow brush 06 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/6-eyeshadow.jpg,Pastel,0,48,,48,8611,Make up,Accessories,uploads/makeup/photo/make upbrush/color/06.jpg,
527,Profashion Brush,Pro fashion crease brush 07 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/7-crease.jpg,Pastel,1,40,,40,8612,Make up,Accessories,uploads/makeup/photo/make upbrush/color/07.jpg,
528,Profashion Brush,Pro fashion smudge brush 08 ,uploads/makeup/photo/make upbrush/brushmain.jpg,uploads/makeup/photo/make upbrush/8-smudge.jpg,Pastel,1,48,,48,8613,Make up,Accessories,uploads/makeup/photo/make upbrush/color/08.jpg,
529,Pro fashion make up sponge,Pro fashion make up sponge,uploads/makeup/photo/sponge/SPmain.jpg,uploads/makeup/photo/sponge/9.png,Pastel,1,65,,65,8605,Make up,Accessories,,
