id,groupname,name,groupphoto,description,photo,brand,available,old,percent,price,stockcode,category,subcategory,colorphoto,highlight,origin,
164,,Passion for women edp 100ml,,,uploads/product/photo/armaf.new/Perfume/Passion 100ml.jpg,Armaf,1,295,,295,7378,Perfume,Armaf,,,,
165,,Voyage for men edt 100ml,,,uploads/product/photo/armaf.new/Perfume/voyage brown 100ml.JPG,Armaf,1,285,,285,5490,Perfume,Armaf,,,,
166,,Voyage blue for men edp 100ml,,,uploads/product/photo/armaf.new/Perfume/voyage 100ml.jpg,Armaf,0,285,,285,3668,Perfume,Armaf,,,,
167,,Voyage intense for men edp 100ml,,,uploads/product/photo/armaf.new/Perfume/Voyage intense 100ml.jpg,Armaf,1,325,,325,8204,Perfume,Armaf,,,,
168,,Beau elegant for women perfume oil 20ml,,,uploads/product/photo/armaf.new/perfume oil/BeauElegantWomen.jpg,Armaf,1,280,,280,6470,Perfume,Armaf,,,,
169,,Blue homme perfume oil for men 20ml,,,uploads/product/photo/armaf.new/perfume oil/BlueHomme.jpg,Armaf,1,280,,280,6953,Perfume,Armaf,,,,
170,,Club de nuit women perfume oil 20ml,,,uploads/product/photo/armaf.new/perfume oil/clubdenuitwomen.jpg,Armaf,0,280,,280,7858,Perfume,Armaf,,,,
171,,High street perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/highstreetwomen.jpg,Armaf,1,265,,265,6467,Perfume,Armaf,,,,
172,,Hunter intense perfume oil for men 20ml,,,uploads/product/photo/armaf.new/perfume oil/hunterinstense.jpg,Armaf,0,280,,280,7511,Perfume,Armaf,,,,
173,,Le parfait perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/LEParfaitWomen.jpg,Armaf,1,265,,265,6471,Perfume,Armaf,,,,
174,,Momento fleur perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/MomentoFleur.jpg,Armaf,0,265,,265,6469,Perfume,Armaf,,,,
175,,Opus femme perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/OpusFemme.jpg,Armaf,1,265,,265,6468,Perfume,Armaf,,,,
176,,Opus Homme perfume oil for men 20ml,,,uploads/product/photo/armaf.new/perfume oil/opushomme.jpg,Armaf,0,265,,265,6473,Perfume,Armaf,,,,
177,,Tag her perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/TAGHERPourFemme.jpg,Armaf,1,280,,280,7859,Perfume,Armaf,,,,
178,,Tag him perfume oil for men 20ml,,,uploads/product/photo/armaf.new/perfume oil/TAGHIMPourHomme.jpg,Armaf,0,280,,280,6952,Perfume,Armaf,,,,
179,,Vanity femme essence perfume oil for women 20ml,,,uploads/product/photo/armaf.new/perfume oil/VanityEssenseFemme.jpg,Armaf,1,265,,265,6466,Perfume,Armaf,,,,
180,,Voyage bleu for men perfume oil 20ml,,,uploads/product/photo/armaf.new/perfume oil/voyageblue.jpg,Armaf,0,265,,265,6472,Perfume,Armaf,,,,
181,,Blue homme for men 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/Blue homme Gifts set 2s.jpg,Armaf,1,595,,595,8579,Perfume,Armaf,,,,
182,,Club de nuit for women 2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/club de nuit women gift set 2s.jpg,Armaf,1,535,,535,8572,Perfume,Armaf,,,,
183,,Club de nuit intense for men 2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/Club de nuit intense man gift set s2.jpg,Armaf,1,690,,690,8576,Perfume,Armaf,,,,
184,,Club de nuit intense for men 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/club de nuit intense man gift set 4s.jpg,Armaf,0,650,,650,6958,Perfume,Armaf,,,,
185,,Hunter for men 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/Hunter for men gift set 4s.jpg,Armaf,0,495,,495,6169,Perfume,Armaf,,,,
186,,Le parfait for men 2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/le parfait gift set 2s.jpg,Armaf,1,320,,320,8574,Perfume,Armaf,,,,
187,,Le parfait for women  2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/Le parfait woman gift set 2s.jpg,Armaf,1,320,,320,8578,Perfume,Armaf,,,,
188,,Magnificent women 2 in 1 gift set,,,uploads/product/photo/armaf.new/Gift set/magnificent gift set 2s.jpg,Armaf,1,495,,495,9090,Perfume,Armaf,,,,
189,,Tag Her for women 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/tag her gift set 4s.jpg,Armaf,0,495,,495,7860,Perfume,Armaf,,,,
190,,Tag Him for men 2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/tag him gift set 2s.jpg,Armaf,1,320,,320,8575,Perfume,Armaf,,,,
191,,The pride of armaf men 2 in 1 gift set,,,uploads/product/photo/armaf.new/Gift set/the pride of armaf men gift set 2s.jpg,Armaf,1,505,,505,8573,Perfume,Armaf,,,,
192,,The warrior for men 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/warrior gift set 4s.jpg,Armaf,0,495,,495,7519,Perfume,Armaf,,,,
193,,Tres jour for women 2 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/tres jour gift set 2s.jpg,Armaf,1,320,,320,8577,Perfume,Armaf,,,,
194,,Tres jour for women 4 in 1 gift set ,,,uploads/product/photo/armaf.new/Gift set/tres jour gift set 4s.jpg,Armaf,1,595,,595,7861,Perfume,Armaf,,,,
195,,Grapeseed strengthening shampoo 400ml,,,uploads/product/photo/cantu/grapeseed-shampoo.jpg,Cantu,0,145,,145,8978,Hair care,Shampoos & Conditioners,,,,
196,,Grapeseed strengthening conditioner 400ml,,,uploads/product/photo/cantu/grapeseed-conditioner.jpg,Cantu,0,145,,145,8979,Hair care,Shampoos & Conditioners,,,,
197,,Grapeseed strengthening curl activator 355ml,,,uploads/product/photo/cantu/grapeseed-activator.jpg,Cantu,0,160,,160,8980,Hair care,Styling & treatments,,,,
198,,Grapeseed strengthening repair leave-in 340g,,,uploads/product/photo/cantu/grapeseed-leave-in.jpg,Cantu,0,160,,160,8981,Hair care,Styling & treatments,,,,
199,,Grapeseed strengthening curling cream 340g,,,uploads/product/photo/cantu/grapeseed-curl-cream.jpg,Cantu,0,185,,185,8982,Hair care,Styling & treatments,,,,
200,,Grapeseed strengthening treatment masque 340g,,,uploads/product/photo/cantu/CT_SF_GPseed_Masque.jpg,Cantu,0,210,,210,8983,Hair care,Styling & treatments,,,,
201,,Flaxseed smoothing shampoo 400ml,,,uploads/product/photo/cantu/flaxseedcond.jpg,Cantu,1,155,,155,8276,Hair care,Shampoos & Conditioners,,,,
202,,Flaxseed smoothing leave-in or rinse-out conditioner 400ml,,,uploads/product/photo/cantu/flaxseedshampoo.jpg,Cantu,1,155,,155,8277,Hair care,Shampoos & Conditioners,,,,
203,,Flaxseed smoothing oil 100ml,,,uploads/product/photo/cantu/flaxseedoil.jpg,Cantu,0,155,,155,8280,Hair care,Styling & treatments,,,,
204,,Flaxseed smoothing cream gel 453g,,,uploads/product/photo/cantu/flaxseedcreamgel.jpg,Cantu,1,165,,165,8278,Hair care,Styling & treatments,,,,
205,,Flaxseed smoothing hair wax 56g,,,uploads/product/photo/cantu/flaxseedwax.jpg,Cantu,1,155,,155,8279,Hair care,Styling & treatments,,,,
206,,Avocado hydrating shampoo 400ml,,,uploads/product/photo/cantunew/avoshampoo.jpg,Cantu,1,145,,145,8014,Hair care,Shampoos & Conditioners,,,,
207,,Avocado hydrating conditioner 400ml,,,uploads/product/photo/cantunew/avoconditioner.jpg,Cantu,1,145,,145,8015,Hair care,Shampoos & Conditioners,,,,
208,,Avocado hydrating curl activator 355ml,,,uploads/product/photo/cantunew/avocurlactivator.jpg,Cantu,1,165,,165,8016,Hair care,Styling & treatments,,,,
209,,Avocado hydrating curling cream 340g,,,uploads/product/photo/cantunew/avocurlingcream.jpg,Cantu,1,185,,185,8017,Hair care,Styling & treatments,,,,
210,,Avocado hydrating repair leave-in cream 340g,,,uploads/product/photo/cantunew/avoleavein.jpg,Cantu,1,185,,185,8018,Hair care,Styling & treatments,,,,
211,,Avocado hydrating gel 524g,,,uploads/product/photo/cantunew/avogel.jpg,Cantu,1,130,,130,8019,Hair care,Styling & treatments,,,,
212,,Sulphate free cleansing cream shampoo 400ml,,,uploads/product/photo/cantu/1.jpg,Cantu,1,125,,125,7156,Hair care,Shampoos & Conditioners,,,,
213,,Sulphate free hydrating cream conditioner 400ml,,,uploads/product/photo/cantu/2.jpg,Cantu,1,125,,125,7157,Hair care,Shampoos & Conditioners,,,,
214,,Sulphate free cleansing cream shampoo 709g,,,uploads/product/photo/cantunew/sulphatefreeshampsalonsize.jpg,Cantu,1,260,,260,7596,Hair care,Shampoos & Conditioners,,,,
215,,Sulphate free hydrating cream conditioner 709g,,,uploads/product/photo/cantunew/sulphatefreecondsalonsize.jpg,Cantu,0,260,,260,7597,Hair care,Shampoos & Conditioners,,,,
216,,Moisturizing curl activator cream 335ml,,,uploads/product/photo/cantu/3.jpg,Cantu,1,155,,155,6004,Hair care,Styling & treatments,,,,
217,,Coconut curling cream 340g,,,uploads/product/photo/cantu/4.jpg,Cantu,1,175,,175,6005,Hair care,Styling & treatments,,,,
218,,Coconut curling cream 709g,,,uploads/product/photo/cantunew/coconutcurlingcrmsalonsize.jpg,Cantu,0,380,,380,7595,Hair care,Styling & treatments,,,,
219,,Leave-in conditioning cream 340g,,,uploads/product/photo/cantunew/leaveincreamnatural.jpg,Cantu,0,175,,175,8013,Hair care,Styling & treatments,,,,
220,,Conditioning creamy hair lotion 355ml,,,uploads/product/photo/cantu/12.jpg,Cantu,1,190,,190,1594,Hair care,Styling & treatments,,,,
221,,Moisturizing twist&lock gel 370g,,,uploads/product/photo/cantu/5.jpg,Cantu,1,195,,195,7155,Hair care,Styling & treatments,,,,
222,,Wave whip curling mousse 248g,,,uploads/product/photo/cantu/6.jpg,Cantu,0,175,,175,7158,Hair care,Styling & treatments,,,,
223,,Complete conditioning co-wash 283g,,,uploads/product/photo/cantu/7.jpg,Cantu,1,180,,180,7520,Hair care,Shampoos & Conditioners,,,,
224,,Extreme hold styling stay glue gel 227g,,,uploads/product/photo/cantu/8.jpg,Cantu,1,130,,130,7159,Hair care,Styling & treatments,,,,
225,,Curl stretcher cream rinse 283g,,,uploads/product/photo/cantu/9.jpg,Cantu,1,170,,170,7586,Hair care,Styling & treatments,,,,
226,,Split end mender strengthening mist 237ml,,,uploads/product/photo/cantu/10.jpg,Cantu,1,185,,185,7584,Hair care,Styling & treatments,,,,
227,,Come back curl next day revitalizer 355ml,,,uploads/product/photo/cantu/11.jpg,Cantu,0,185,,185,7521,Hair care,Styling & treatments,,,,
228,,Coconut oil shine & hold mist 237ml,,,uploads/product/photo/cantunew/cocooil.png,Cantu,1,205,,205,7583,Hair care,Styling & treatments,,,,
229,,Coil calm detangler 237ml,,,uploads/product/photo/cantunew/coilcalmdetangler.jpg,Cantu,1,160,,160,7587,Hair care,Styling & treatments,,,,
230,,Define & shine custard 340g,,,uploads/product/photo/cantunew/defineshinecustard.jpg,Cantu,1,185,,185,7594,Hair care,Styling & treatments,,,,
231,,Deep treatment masque 340g,,,uploads/product/photo/cantunew/deeptreatmasque.jpg,Cantu,1,175,,175,7593,Hair care,Styling & treatments,,,,
232,,Dry deny moisture seal gel oil 142g,,,uploads/product/photo/cantunew/drydeny.jpg,Cantu,1,160,,160,7588,Hair care,Styling & treatments,,,,
233,,Extra hold edge stay gel 64g,,,uploads/product/photo/cantunew/edgegel.jpg,Cantu,1,140,,140,7599,Hair care,Styling & treatments,,,,
234,,Curl care starter kit ,,,uploads/product/photo/cantunew/starterkit.jpg,Cantu,0,290,,290,7160,Hair care,Styling & treatments,,,,
235,,Sweat protection style saver with charcoal 42g,,,uploads/product/photo/cantunew/Sweat protection stylesaver.JPG,Cantu,1,60,,60,7606,Hair care,Styling & treatments,,,,
236,,Deep treatment hair masque 50g,,,uploads/product/photo/cantunew/deeptreatmask.jpg,Cantu,1,60,,60,7605,Hair care,Styling & treatments,,,,
237,,Deep nourishing hair & scalp masque made with rhassoul clay 42g,,,uploads/product/photo/cantunew/rhassoulclaymask.jpg,Cantu,0,60,,60,7604,Hair care,Styling & treatments,,,,
238,,Clarify & renew hair & scalp masque made with bentonite clay 42g,,,uploads/product/photo/cantunew/clarify&renewmask42g.jpg,Cantu,1,60,,60,7603,Hair care,Styling & treatments,,,,
239,,Anti-shedding styling gel with honey 524g,,,uploads/product/photo/cantu/13.jpg,Cantu,1,120,,120,7787,Hair care,Styling & treatments,,,,
240,,Strengthening styling gel with jamaican black castor oil 524g,,,uploads/product/photo/cantu/14.jpg,Cantu,0,120,,120,7788,Hair care,Styling & treatments,,,,
241,,Moisture retention styling gel with flaxseed and olive oil 524g,,,uploads/product/photo/cantu/15.jpg,Cantu,1,120,,120,7789,Hair care,Styling & treatments,,,,
242,,Super shine hair silk 180ml,,,uploads/product/photo/cantu/16.jpg,Cantu,1,165,,165,1595,Hair care,Styling & treatments,,,,
243,,Oil sheen deep conditioning spray 283g,,,uploads/product/photo/cantu/oilsheen.jpg,Cantu,0,145,,145,7598,Hair care,Styling & treatments,,,,
244,,Hydrating leave-in conditioning mist 237ml,,,uploads/product/photo/cantu/17.jpg,Cantu,1,180,,180,7153,Hair care,Styling & treatments,,,,
245,,Leave-in conditioning lotion 284g,,,uploads/product/photo/cantunew/leaveinlotion.jpg,Cantu,1,180,,180,7154,Hair care,Styling & treatments,,,,
246,,Leave-in conditioning repair cream 453g,,,uploads/product/photo/cantunew/classicleavein.jpg,Cantu,1,160,,160,1472,Hair care,Styling & treatments,,,,
247,,Argan oil leave-in conditioning repair cream 453g,,,uploads/product/photo/cantunew/arganleavein.jpg,Cantu,1,170,,170,5327,Hair care,Styling & treatments,,,,
248,,Grow strong strengthening treatment 173g,,,uploads/product/photo/cantunew/growstrong.jpg,Cantu,1,140,,140,7592,Hair care,Styling & treatments,,,,
249,,Hair dressing pomade 113g,,,uploads/product/photo/cantu/hairdressingpomade.JPG,Cantu,1,125,,125,7591,Hair care,Styling & treatments,,,,
250,,Thermal shield heat protectant 151ml,,,uploads/product/photo/cantu/18.jpg,Cantu,0,145,,145,7152,Hair care,Styling & treatments,,,,
251,,Moistirizing cream shampoo 400ml,,,uploads/product/photo/cantunew/classicsshampoo.jpg,Cantu,1,140,,140,7600,Hair care,Shampoos & Conditioners,,,,
252,,Moisturizing rinse out conditioner 400ml,,,uploads/product/photo/cantunew/classiccond.jpg,Cantu,1,140,,140,7601,Hair care,Shampoos & Conditioners,,,,
253,,Daily oil moisturizer 384ml,,,uploads/product/photo/cantunew/daily-oil.jpg,Cantu,1,155,,155,7602,Hair care,Styling & treatments,,,,
254,,Color protecting moisture masque anti-fade 340g,,,uploads/product/photo/cantunew/colorprotectingmasque.jpg,Cantu,0,190,,190,7609,Hair care,Styling & treatments,,,,
255,,Color protecting shampoo anti-fade 400ml,,,uploads/product/photo/cantu/19.jpg,Cantu,0,190,,190,7607,Hair care,Shampoos & Conditioners,,,,
256,,Color protecting conditioner anti-fade 400ml,,,uploads/product/photo/cantu/20.jpg,Cantu,0,190,,190,7608,Hair care,Shampoos & Conditioners,,,,
257,,Hypoallergenic shampoo 227g,,,uploads/product/photo/cantu/hyposhampoo.jpg,Cantu,0,195,,195,7613,Hair care,Shampoos & Conditioners,,,,
258,,Hypoallergenic conditioner 227g,,,uploads/product/photo/cantu/hypocon.jpg,Cantu,0,195,,195,7614,Hair care,Shampoos & Conditioners,,,,
259,,Tea tree & jojoba hair & scalp oil 180ml,,,uploads/product/photo/cantu/scalp-oil.jpg,Cantu,1,185,,185,2056,Hair care,Styling & treatments,,,,
260,,Anti-fade oil amla color protecting 118ml,,,uploads/product/photo/cantunew/antifadeoilcolorprotect.jpeg,Cantu,0,205,,205,7589,Hair care,Styling & treatments,,,,
261,,Apple cider vinegar dry co-wash 141g,,,uploads/product/photo/cantu/21.jpg,Cantu,0,170,,170,7610,Hair care,Styling & treatments,,,,
262,,Apple cider vinegar root rinse 355g,,,uploads/product/photo/cantu/22.jpg,Cantu,1,170,,170,7611,Hair care,Styling & treatments,,,,
263,,Apple cider vinegar root relief 141g,,,uploads/product/photo/cantu/23.jpg,Cantu,1,170,,170,7612,Hair care,Styling & treatments,,,,
264,,Kids nourishing shampoo 237ml,,,uploads/product/photo/cantu/kids-shampoo.jpg,Cantu,1,105,,105,6006,Baby & kids,Shampoos & Conditioners,,,,
265,,Kids nourishing conditioner 237ml,,,uploads/product/photo/cantu/25.jpg,Cantu,1,105,,105,6387,Baby & kids,Shampoos & Conditioners,,,,
266,,Kids curling cream 227g,,,uploads/product/photo/cantu/26.jpg,Cantu,1,130,,130,6008,Baby & kids,Styling & treatments,,,,
267,,Kids styling custard 227g,,,uploads/product/photo/cantunew/kidscustard.jpg,Cantu,1,105,,105,7581,Baby & kids,Styling & treatments,,,,
268,,Kids curl refresher 236ml,,,uploads/product/photo/cantunew/kidscurlrefresher.jpg,Cantu,1,140,,140,7582,Baby & kids,Styling & treatments,,,,
269,,Kids leave-in conditioner 283g,,,uploads/product/photo/cantu/27.jpg,Cantu,1,130,,130,7164,Baby & kids,Styling & treatments,,,,
270,,Kids conditioning detangler 117ml,,,uploads/product/photo/cantu/28.jpg,Cantu,0,130,,130,6007,Baby & kids,Shampoos & Conditioners,,,,
271,,Shampoo & wash gel natural fragrance 355ml,,,uploads/product/photo/sun bum/BB_Shampoo_Wash_Gel_12_OZ.png,Baby bum,0,210,,210,8822,Baby & kids,Shampoos & Conditioners,,,,
272,,Shampoo & wash natural fragrance 355ml,,,uploads/product/photo/sun bum/BB_Shampoo_Wash_Natural_Fragrance.png,Baby bum,0,210,,210,9031,Baby & kids,Shampoos & Conditioners,,,,
273,,Bubble bath natural fragrance 355ml,,,uploads/product/photo/sun bum/BB_Bubble_Bath_8_OZ_.png,Baby bum,1,266,,266,8823,Baby & kids,Bath & shower,,,,
274,,Moisturising lotion natural fragrance 237ml,,,uploads/product/photo/sun bum/BB_Moist_lotion_8_OZ_.jpg,Baby bum,1,210,,210,8824,Baby & kids,Body moisturizer,,,,
275,,Every day lotion natural fragrance 237ml,,,uploads/product/photo/sun bum/BB_Everyday_lotion_8_OZ_.jpg,Baby bum,0,210,,210,8825,Baby & kids,Body moisturizer,,,,
276,,Calming lotion lavender coconut natural fragrance 237ml,,,uploads/product/photo/sun bum/BB_Calming_Lotion_NFrag_8_OZ_.png,Baby bum,1,210,,210,8846,Baby & kids,Body moisturizer,,,,
277,,Coconut balm natural fragrance 85g,,,uploads/product/photo/sun bum/BB_Coconut_Balm_3_OZ_Front_.jpg,Baby bum,1,225,,225,8826,Baby & kids,Body moisturizer,,,,
278,,Skin therapy shea butter nourishing body lotion for dry skin 473ml,,,uploads/product/photo/cantu/CT_Skin_NShea_BL_500x500-500x500.jpg,Cantu,0,150,,150,8970,Bath & body,Body moisturizer,,,,
279,,Skin therapy shea butter body cream for very dry skin 240g,,,uploads/product/photo/cantu/CT_Skin_NShea_BC_500x500-500x500.jpg,Cantu,0,160,,160,8971,Bath & body,Body moisturizer,,,,
280,,Skin therapy coconut oil hydrating body lotion for dry skin 473ml,,,uploads/product/photo/cantu/CT_Skin_HCoco_BL_500x500-500x500.jpg,Cantu,0,150,,150,8972,Bath & body,Body moisturizer,,,,
281,,Skin therapy cocoa butter hydrating body cream for very dry skin 240g,,,uploads/product/photo/cantu/CT_Skin_HCoco_BC_500x500-500x500.jpg,Cantu,0,160,,160,8973,Bath & body,Body moisturizer,,,,
282,,Skin & hair cocoa butter raw blend head to toe moisturizer 156g,,,uploads/product/photo/cantu/CT_Skin_Raw_Cocoa_500x500-500x500.jpg,Cantu,0,160,,160,8974,Bath & body,Body moisturizer,,,,
283,,Skin therapy mango butter soothing body cream for very dry skin 240g,,,uploads/product/photo/cantu/mango butter ct.JPG,Cantu,0,160,,160,8975,Bath & body,Body moisturizer,,,,
284,,Skin & hair mango raw blend head to toe moisturizer 156g,,,uploads/product/photo/cantu/CT_Skin_Raw_Mango_500x500-500x500.jpg,Cantu,1,160,,160,8976,Bath & body,Body moisturizer,,,,
285,,Skin & hair Hemp seed oil raw blend head to toe moisturizer 156g,,,uploads/product/photo/cantu/CT_Skin_Raw_Hemp.jpg,Cantu,1,160,,160,8977,Bath & body,Body moisturizer,,,,
286,,Softening body butter 205g,,,uploads/product/photo/cantunew/bbutter.jpg,Cantu,0,150,,150,7163,Bath & body,Body moisturizer,,,,
287,,Hydrating body wash 400ml,,,uploads/product/photo/cantu/29.jpg,Cantu,0,105,,105,7161,Bath & body,Bath & shower,,,,
288,,"Men's 3in1 shampoo, conditioner and body wash 400ml",,,uploads/product/photo/cantu/30.jpg,Cantu,1,120,,120,7166,Hair care,Shampoos & Conditioners,,,,
289,,Men's leave-in conditioner 370g,,,uploads/product/photo/cantunew/menleavein.jpg,Cantu,1,175,,175,7617,Hair care,Styling & treatments,,,,
290,,Men's cream pomade 227g,,,uploads/product/photo/cantunew/menpomade.jpg,Cantu,0,175,,175,7616,Hair care,Styling & treatments,,,,
291,,Men's molding wax flake-free hold 127g,,,uploads/product/photo/cantu/31.jpg,Cantu,0,175,,175,7615,Hair care,Styling & treatments,,,,
292,,Men's beard oil 100ml,,,uploads/product/photo/cantu/32.jpg,Cantu,1,175,,175,7165,Hair care,Styling & treatments,,,,
293,,Men's cleansing pre-shave scrub 227g,,,uploads/product/photo/cantu/shavescrub.jpg,Cantu,1,160,,160,7786,Bath & body,Grooming,,,,
294,,Men's smooth shave gel 142g,,,uploads/product/photo/cantu/shavegel.jpg,Cantu,1,160,,160,7618,Bath & body,Grooming,,,,
295,,Men's post-shave soothing serum 75ml,,,uploads/product/photo/cantu/shaveserum.jpg,Cantu,1,160,,160,7619,Bath & body,Grooming,,,,
296,,Detangle easy glide brush,,,uploads/product/photo/cantunew/easyglidebrush.jpg,Cantu,0,115,,115,8032,Hair care,Accessories,,,,
297,,Detangle ultra glide brush,,,uploads/product/photo/cantunew/sturdywashdaybrush.jpg,Cantu,0,115,,115,8031,Hair care,Accessories,,,,
298,,Detangle sturdy wash day comb R143,,,uploads/product/photo/cantunew/sturdywashcomb.jpg,Cantu,0,55,,55,8033,Hair care,Accessories,,,,
299,,Smooth thick hair styler brush R459,,,uploads/product/photo/cantunew/smooththickhairbrushstyling.jpg,Cantu,0,115,,115,8037,Hair care,Accessories,,,,
300,,Thick hair longer bristle paddle brush R127,,,uploads/product/photo/cantunew/thickhairlongerbrush.jpg,Cantu,0,140,,140,8035,Hair care,Accessories,,,,
301,,Extra lift double row lift pick D002,,,uploads/product/photo/cantunew/extraliftdouble.jpg,Cantu,0,75,,75,8038,Hair care,Accessories,,,,
302,,Thick hair clip extra hold D003,,,uploads/product/photo/cantunew/thickhairclip.jpg,Cantu,0,59,,59,8036,Hair care,Accessories,,,,
303,,Style carbon fibre heat resistant combs (R041),,,uploads/product/photo/cantunew/carbonfibercombs.jpg,Cantu,0,115,,115,8030,Hair care,Accessories,,,,
304,,Style part & twist spiral comb set R059 2's,,,uploads/product/photo/cantunew/styleparttwistcombset.jpg,Cantu,1,75,,75,8028,Hair care,Accessories,,,,
